model,train_accuracy,test_accuracy,cv_mean,cv_std,overfitting,params,mean_nodes,mean_depth,mean_leaves,total_nodes,total_leaves,max_depth,n_estimator
"RandomForestOverfit(max_depth=15, max_features=2, n_estimators=301,
                    random_state=42)",1.0,0.5888888888888889,0.5711904761904762,0.01945108406238105,0.4111111111111111,"{'n_estimators': 301, 'max_depth': 15, 'max_features': 2, 'bootstrap': True}",1803.3189368770763,15.0,902.1594684385382,542799,271550,15,301
"RandomForestOverfit(max_depth=15, max_features=2, n_estimators=331,
                    random_state=42)",1.0,0.5888888888888889,0.5683333333333334,0.02012714686229338,0.4111111111111111,"{'n_estimators': 331, 'max_depth': 15, 'max_features': 2, 'bootstrap': True}",1799.6283987915408,15.0,900.3141993957704,595677,298004,15,331
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=1,
                    random_state=42)",0.7245238095238096,0.2922222222222222,0.29928571428571427,0.012589813396573613,0.43230158730158735,"{'n_estimators': 1, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2365.0,18.0,1183.0,2365,1183,18,1
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=31,
                    random_state=42)",1.0,0.4622222222222222,0.4302380952380952,0.008060148038005114,0.5377777777777778,"{'n_estimators': 31, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2287.967741935484,18.0,1144.483870967742,70927,35479,18,31
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=61,
                    random_state=42)",1.0,0.5138888888888888,0.48142857142857143,0.011383841036078013,0.48611111111111116,"{'n_estimators': 61, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2269.7868852459014,18.0,1135.3934426229507,138457,69259,18,61
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=91,
                    random_state=42)",1.0,0.5355555555555556,0.516904761904762,0.013685817012571362,0.46444444444444444,"{'n_estimators': 91, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2257.21978021978,18.0,1129.10989010989,205407,102749,18,91
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=121,
                    random_state=42)",1.0,0.56,0.5323809523809524,0.014234033502509645,0.43999999999999995,"{'n_estimators': 121, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2257.181818181818,18.0,1129.090909090909,273119,136620,18,121
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=151,
                    random_state=42)",1.0,0.575,0.5445238095238096,0.015623837825259921,0.42500000000000004,"{'n_estimators': 151, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2253.728476821192,18.0,1127.364238410596,340313,170232,18,151
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=181,
                    random_state=42)",1.0,0.5755555555555556,0.5483333333333335,0.01594704957108604,0.4244444444444444,"{'n_estimators': 181, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2246.425414364641,18.0,1123.7127071823204,406603,203392,18,181
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=211,
                    random_state=42)",1.0,0.5872222222222222,0.5561904761904761,0.01304970438670925,0.4127777777777778,"{'n_estimators': 211, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2246.440758293839,18.0,1123.7203791469194,473999,237105,18,211
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=241,
                    random_state=42)",1.0,0.5905555555555555,0.565952380952381,0.020098961514671707,0.4094444444444445,"{'n_estimators': 241, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2244.278008298755,18.0,1122.6390041493776,540871,270556,18,241
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=271,
                    random_state=42)",1.0,0.5961111111111111,0.5657142857142857,0.014333254231707053,0.40388888888888885,"{'n_estimators': 271, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2243.782287822878,18.0,1122.391143911439,608065,304168,18,271
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=301,
                    random_state=42)",1.0,0.6005555555555555,0.565952380952381,0.016402671094904602,0.3994444444444445,"{'n_estimators': 301, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2237.9767441860463,18.0,1119.4883720930231,673631,336966,18,301
"RandomForestOverfit(max_depth=18, max_features=2, n_estimators=331,
                    random_state=42)",1.0,0.6044444444444445,0.5664285714285715,0.01782377835448849,0.39555555555555555,"{'n_estimators': 331, 'max_depth': 18, 'max_features': 2, 'bootstrap': True}",2237.7492447129907,18.0,1119.3746223564954,740695,370513,18,331
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=1,
                    random_state=42)",0.7383333333333333,0.32166666666666666,0.29285714285714287,0.010185356969622597,0.41666666666666663,"{'n_estimators': 1, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2501.0,20.0,1251.0,2501,1251,20,1
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=31,
                    random_state=42)",1.0,0.47833333333333333,0.44071428571428567,0.009971615043510426,0.5216666666666667,"{'n_estimators': 31, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2410.2903225806454,20.0,1205.6451612903227,74719,37375,20,31
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=61,
                    random_state=42)",1.0,0.52,0.48142857142857143,0.009891703846590948,0.48,"{'n_estimators': 61, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2397.622950819672,20.0,1199.311475409836,146255,73158,20,61
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=91,
                    random_state=42)",1.0,0.5377777777777778,0.5173809523809524,0.018650624788158255,0.4622222222222222,"{'n_estimators': 91, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2393.6153846153848,20.0,1197.3076923076924,217819,108955,20,91
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=121,
                    random_state=42)",1.0,0.5561111111111111,0.5292857142857142,0.0160002834442014,0.4438888888888889,"{'n_estimators': 121, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2397.9586776859505,20.0,1199.4793388429753,290153,145137,20,121
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=151,
                    random_state=42)",1.0,0.5727777777777778,0.5397619047619047,0.01636807356409256,0.42722222222222217,"{'n_estimators': 151, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2394.2847682119204,20.0,1197.6423841059602,361537,180844,20,151
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=181,
                    random_state=42)",1.0,0.5816666666666667,0.5530952380952382,0.016879592261682022,0.41833333333333333,"{'n_estimators': 181, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2390.3370165745855,20.0,1195.6685082872928,432651,216416,20,181
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=211,
                    random_state=42)",1.0,0.5911111111111111,0.5511904761904762,0.007678340712665289,0.40888888888888886,"{'n_estimators': 211, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2392.4691943127964,20.0,1196.7345971563982,504811,252511,20,211
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=241,
                    random_state=42)",1.0,0.5922222222222222,0.5626190476190477,0.007323122142490307,0.4077777777777778,"{'n_estimators': 241, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2393.896265560166,20.0,1197.448132780083,576929,288585,20,241
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=271,
                    random_state=42)",1.0,0.595,0.5652380952380953,0.009828460685976334,0.405,"{'n_estimators': 271, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2392.992619926199,20.0,1196.9963099630995,648501,324386,20,271
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=301,
                    random_state=42)",1.0,0.5983333333333334,0.570952380952381,0.012408394495995591,0.4016666666666666,"{'n_estimators': 301, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2388.747508305648,20.0,1194.873754152824,719013,359657,20,301
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=331,
                    random_state=42)",1.0,0.6033333333333334,0.5697619047619048,0.012879169844093822,0.3966666666666666,"{'n_estimators': 331, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",2386.5770392749246,20.0,1193.7885196374623,789957,395144,20,331
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=1,
                    random_state=42)",0.7402380952380953,0.32666666666666666,0.29928571428571427,0.010769697978951083,0.4135714285714286,"{'n_estimators': 1, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2531.0,22.0,1266.0,2531,1266,25,1
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=31,
                    random_state=42)",1.0,0.48055555555555557,0.4385714285714286,0.01044909917023414,0.5194444444444444,"{'n_estimators': 31, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2517.1290322580644,24.548387096774192,1259.0645161290322,78031,39031,25,31
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=61,
                    random_state=42)",1.0,0.5122222222222222,0.48904761904761906,0.009624468062575112,0.48777777777777775,"{'n_estimators': 61, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2510.0819672131147,24.37704918032787,1255.5409836065573,153115,76588,25,61
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=91,
                    random_state=42)",1.0,0.545,0.5126190476190475,0.01727790719669213,0.45499999999999996,"{'n_estimators': 91, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2507.1758241758243,24.47252747252747,1254.0879120879122,228153,114122,25,91
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=121,
                    random_state=42)",1.0,0.5688888888888889,0.53,0.02824616442968254,0.4311111111111111,"{'n_estimators': 121, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2506.090909090909,24.47107438016529,1253.5454545454545,303237,151679,25,121
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=151,
                    random_state=42)",1.0,0.5716666666666667,0.5357142857142857,0.026276913640612208,0.42833333333333334,"{'n_estimators': 151, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2507.582781456954,24.483443708609272,1254.291390728477,378645,189398,25,151
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=181,
                    random_state=42)",1.0,0.5866666666666667,0.5445238095238096,0.024773349003751548,0.41333333333333333,"{'n_estimators': 181, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2505.685082872928,24.497237569060772,1253.342541436464,453529,226855,25,181
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=211,
                    random_state=42)",1.0,0.5883333333333334,0.5564285714285715,0.024006329475271374,0.4116666666666666,"{'n_estimators': 211, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2507.350710900474,24.47867298578199,1254.175355450237,529051,264631,25,211
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=241,
                    random_state=42)",1.0,0.5938888888888889,0.5607142857142857,0.021652271513123145,0.4061111111111111,"{'n_estimators': 241, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2508.5684647302905,24.481327800829874,1254.7842323651453,604565,302403,25,241
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=271,
                    random_state=42)",1.0,0.5922222222222222,0.565952380952381,0.023238387976298208,0.4077777777777778,"{'n_estimators': 271, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2508.741697416974,24.509225092250922,1254.870848708487,679869,340070,25,271
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=301,
                    random_state=42)",1.0,0.5972222222222222,0.5678571428571428,0.018747637795266232,0.4027777777777778,"{'n_estimators': 301, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2508.0963455149504,24.528239202657808,1254.5481727574752,754937,377619,25,301
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=331,
                    random_state=42)",1.0,0.5983333333333334,0.5680952380952381,0.02087105428648678,0.4016666666666666,"{'n_estimators': 331, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",2508.7462235649546,24.540785498489427,1254.8731117824773,830395,415363,25,331
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=1,
                    random_state=42)",0.7402380952380953,0.32666666666666666,0.2980952380952381,0.01501322168612804,0.4135714285714286,"{'n_estimators': 1, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2531.0,22.0,1266.0,2531,1266,30,1
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=31,
                    random_state=42)",1.0,0.4772222222222222,0.43880952380952376,0.012835078068517664,0.5227777777777778,"{'n_estimators': 31, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2519.451612903226,26.193548387096776,1260.225806451613,78103,39067,30,31
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=61,
                    random_state=42)",1.0,0.5105555555555555,0.4876190476190477,0.008336734000005511,0.48944444444444446,"{'n_estimators': 61, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2516.27868852459,25.901639344262296,1258.639344262295,153493,76777,30,61
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=91,
                    random_state=42)",1.0,0.5555555555555556,0.513095238095238,0.024058224912512624,0.4444444444444444,"{'n_estimators': 91, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2515.1758241758243,26.087912087912088,1258.0879120879122,228881,114486,30,91
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=121,
                    random_state=42)",1.0,0.5588888888888889,0.529047619047619,0.024750455228411575,0.4411111111111111,"{'n_estimators': 121, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2515.099173553719,25.99173553719008,1258.0495867768595,304327,152224,30,121
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=151,
                    random_state=42)",1.0,0.5716666666666667,0.5349999999999999,0.02644465405126633,0.42833333333333334,"{'n_estimators': 151, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2514.245033112583,25.95364238410596,1257.6225165562914,379651,189901,30,151
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=181,
                    random_state=42)",1.0,0.5866666666666667,0.5480952380952381,0.02249464536939365,0.41333333333333333,"{'n_estimators': 181, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2515.574585635359,26.03314917127072,1258.2872928176796,455319,227750,30,181
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=211,
                    random_state=42)",1.0,0.5866666666666667,0.5578571428571429,0.01776324519389953,0.41333333333333333,"{'n_estimators': 211, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2517.616113744076,26.0,1259.308056872038,531217,265714,30,211
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=241,
                    random_state=42)",1.0,0.5966666666666667,0.5602380952380953,0.0186049758053203,0.4033333333333333,"{'n_estimators': 241, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2519.2904564315354,26.0,1260.1452282157677,607149,303695,30,241
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=271,
                    random_state=42)",1.0,0.5894444444444444,0.5647619047619048,0.017063307492541823,0.41055555555555556,"{'n_estimators': 271, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2519.9003690036902,26.059040590405903,1260.4501845018451,682893,341582,30,271
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=301,
                    random_state=42)",1.0,0.5983333333333334,0.5666666666666667,0.01277753129999879,0.4016666666666666,"{'n_estimators': 301, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2520.528239202658,26.14950166112957,1260.764119601329,758679,379490,30,301
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=331,
                    random_state=42)",1.0,0.6011111111111112,0.5730952380952382,0.01514480370837071,0.39888888888888885,"{'n_estimators': 331, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",2520.287009063444,26.148036253776436,1260.643504531722,834215,417273,30,331
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=1,
                    random_state=42)",0.7402380952380953,0.32666666666666666,0.2980952380952381,0.01501322168612804,0.4135714285714286,"{'n_estimators': 1, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2531.0,22.0,1266.0,2531,1266,35,1
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=31,
                    random_state=42)",1.0,0.4738888888888889,0.43619047619047613,0.012154522874381169,0.5261111111111111,"{'n_estimators': 31, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2524.8709677419356,26.451612903225808,1262.9354838709678,78271,39151,35,31
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=61,
                    random_state=42)",1.0,0.5161111111111111,0.48547619047619045,0.01079073256535682,0.4838888888888889,"{'n_estimators': 61, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2518.901639344262,26.18032786885246,1259.950819672131,153653,76857,35,61
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=91,
                    random_state=42)",1.0,0.555,0.513095238095238,0.023120996926305166,0.44499999999999995,"{'n_estimators': 91, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2516.934065934066,26.274725274725274,1258.967032967033,229041,114566,35,91
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=121,
                    random_state=42)",1.0,0.5666666666666667,0.5328571428571429,0.0256392202399463,0.43333333333333335,"{'n_estimators': 121, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2516.9173553719006,26.198347107438018,1258.9586776859503,304547,152334,35,121
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=151,
                    random_state=42)",1.0,0.575,0.5354761904761904,0.02359906989212167,0.42500000000000004,"{'n_estimators': 151, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2515.701986754967,26.119205298013245,1258.3509933774835,379871,190011,35,151
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=181,
                    random_state=42)",1.0,0.5877777777777777,0.55,0.019792002324400367,0.41222222222222227,"{'n_estimators': 181, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2516.8895027624308,26.226519337016576,1258.9447513812154,455557,227869,35,181
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=211,
                    random_state=42)",1.0,0.5855555555555556,0.5542857142857144,0.019985822639460308,0.4144444444444444,"{'n_estimators': 211, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2518.687203791469,26.180094786729857,1259.8436018957345,531443,265827,35,211
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=241,
                    random_state=42)",1.0,0.5888888888888889,0.5590476190476191,0.019234205170114975,0.4111111111111111,"{'n_estimators': 241, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2520.228215767635,26.157676348547717,1260.6141078838175,607375,303808,35,241
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=271,
                    random_state=42)",1.0,0.5922222222222222,0.5635714285714286,0.0157323128920779,0.4077777777777778,"{'n_estimators': 271, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2521.029520295203,26.214022140221402,1261.0147601476015,683199,341735,35,271
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=301,
                    random_state=42)",1.0,0.5983333333333334,0.5676190476190477,0.01251756136009039,0.4016666666666666,"{'n_estimators': 301, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2521.378737541528,26.305647840531563,1261.189368770764,758935,379618,35,301
"RandomForestOverfit(max_depth=35, max_features=2, n_estimators=331,
                    random_state=42)",1.0,0.6011111111111112,0.5723809523809524,0.015547454968870953,0.39888888888888885,"{'n_estimators': 331, 'max_depth': 35, 'max_features': 2, 'bootstrap': True}",2521.060422960725,26.29607250755287,1261.0302114803626,834471,417401,35,331
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=1,
                    random_state=42)",0.7402380952380953,0.32666666666666666,0.2980952380952381,0.01501322168612804,0.4135714285714286,"{'n_estimators': 1, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2531.0,22.0,1266.0,2531,1266,40,1
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=31,
                    random_state=42)",1.0,0.4738888888888889,0.43619047619047613,0.012154522874381169,0.5261111111111111,"{'n_estimators': 31, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2524.8709677419356,26.451612903225808,1262.9354838709678,78271,39151,40,31
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=61,
                    random_state=42)",1.0,0.515,0.48547619047619045,0.01079073256535682,0.485,"{'n_estimators': 61, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2519.2622950819673,26.21311475409836,1260.1311475409836,153675,76868,40,61
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=91,
                    random_state=42)",1.0,0.5538888888888889,0.513095238095238,0.023120996926305166,0.4461111111111111,"{'n_estimators': 91, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2517.1758241758243,26.296703296703296,1259.0879120879122,229063,114577,40,91
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=121,
                    random_state=42)",1.0,0.5661111111111111,0.5328571428571429,0.0256392202399463,0.4338888888888889,"{'n_estimators': 121, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2517.099173553719,26.214876033057852,1259.0495867768595,304569,152345,40,121
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=151,
                    random_state=42)",1.0,0.5733333333333334,0.5354761904761904,0.02359906989212167,0.42666666666666664,"{'n_estimators': 151, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2515.8476821192053,26.132450331125828,1258.4238410596026,379893,190022,40,151
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=181,
                    random_state=42)",1.0,0.5811111111111111,0.55,0.019792002324400367,0.41888888888888887,"{'n_estimators': 181, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2516.966850828729,26.259668508287294,1258.9834254143645,455571,227876,40,181
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=211,
                    random_state=42)",1.0,0.5822222222222222,0.5542857142857144,0.019985822639460308,0.4177777777777778,"{'n_estimators': 211, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2518.7535545023698,26.208530805687204,1259.8767772511849,531457,265834,40,211
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=241,
                    random_state=42)",1.0,0.5905555555555555,0.5590476190476191,0.019234205170114975,0.4094444444444445,"{'n_estimators': 241, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2520.286307053942,26.182572614107883,1260.643153526971,607389,303815,40,241
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=271,
                    random_state=42)",1.0,0.5888888888888889,0.5635714285714286,0.0157323128920779,0.4111111111111111,"{'n_estimators': 271, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2521.0811808118083,26.236162361623617,1261.0405904059041,683213,341742,40,271
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=301,
                    random_state=42)",1.0,0.595,0.5676190476190477,0.01251756136009039,0.405,"{'n_estimators': 301, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2521.425249169435,26.325581395348838,1261.2126245847176,758949,379625,40,301
"RandomForestOverfit(max_depth=40, max_features=2, n_estimators=331,
                    random_state=42)",1.0,0.6016666666666667,0.5723809523809524,0.015547454968870953,0.3983333333333333,"{'n_estimators': 331, 'max_depth': 40, 'max_features': 2, 'bootstrap': True}",2521.1027190332325,26.31419939577039,1261.0513595166162,834485,417408,40,331
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=1,
                    random_state=42)",0.7402380952380953,0.32666666666666666,0.2980952380952381,0.01501322168612804,0.4135714285714286,"{'n_estimators': 1, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2531.0,22.0,1266.0,2531,1266,45,1
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=31,
                    random_state=42)",1.0,0.4738888888888889,0.43619047619047613,0.012154522874381169,0.5261111111111111,"{'n_estimators': 31, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2524.8709677419356,26.451612903225808,1262.9354838709678,78271,39151,45,31
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=61,
                    random_state=42)",1.0,0.515,0.48547619047619045,0.01079073256535682,0.485,"{'n_estimators': 61, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2519.2622950819673,26.21311475409836,1260.1311475409836,153675,76868,45,61
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=91,
                    random_state=42)",1.0,0.5538888888888889,0.513095238095238,0.023120996926305166,0.4461111111111111,"{'n_estimators': 91, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2517.1758241758243,26.296703296703296,1259.0879120879122,229063,114577,45,91
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=121,
                    random_state=42)",1.0,0.5661111111111111,0.5328571428571429,0.0256392202399463,0.4338888888888889,"{'n_estimators': 121, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2517.099173553719,26.214876033057852,1259.0495867768595,304569,152345,45,121
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=151,
                    random_state=42)",1.0,0.5733333333333334,0.5354761904761904,0.02359906989212167,0.42666666666666664,"{'n_estimators': 151, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2515.8476821192053,26.132450331125828,1258.4238410596026,379893,190022,45,151
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=181,
                    random_state=42)",1.0,0.5811111111111111,0.55,0.019792002324400367,0.41888888888888887,"{'n_estimators': 181, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2516.966850828729,26.259668508287294,1258.9834254143645,455571,227876,45,181
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=211,
                    random_state=42)",1.0,0.5822222222222222,0.5542857142857144,0.019985822639460308,0.4177777777777778,"{'n_estimators': 211, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2518.7535545023698,26.208530805687204,1259.8767772511849,531457,265834,45,211
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=241,
                    random_state=42)",1.0,0.5905555555555555,0.5590476190476191,0.019234205170114975,0.4094444444444445,"{'n_estimators': 241, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2520.286307053942,26.182572614107883,1260.643153526971,607389,303815,45,241
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=271,
                    random_state=42)",1.0,0.5888888888888889,0.5635714285714286,0.0157323128920779,0.4111111111111111,"{'n_estimators': 271, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2521.0811808118083,26.236162361623617,1261.0405904059041,683213,341742,45,271
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=301,
                    random_state=42)",1.0,0.595,0.5676190476190477,0.01251756136009039,0.405,"{'n_estimators': 301, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2521.425249169435,26.325581395348838,1261.2126245847176,758949,379625,45,301
"RandomForestOverfit(max_depth=45, max_features=2, n_estimators=331,
                    random_state=42)",1.0,0.6016666666666667,0.5723809523809524,0.015547454968870953,0.3983333333333333,"{'n_estimators': 331, 'max_depth': 45, 'max_features': 2, 'bootstrap': True}",2521.1027190332325,26.31419939577039,1261.0513595166162,834485,417408,45,331
"RandomForestOverfit(max_depth=50, max_features=2, n_estimators=1,
                    random_state=42)",0.7402380952380953,0.32666666666666666,0.2980952380952381,0.01501322168612804,0.4135714285714286,"{'n_estimators': 1, 'max_depth': 50, 'max_features': 2, 'bootstrap': True}",2531.0,22.0,1266.0,2531,1266,50,1
"RandomForestOverfit(max_depth=50, max_features=2, n_estimators=31,
                    random_state=42)",1.0,0.4738888888888889,0.43619047619047613,0.012154522874381169,0.5261111111111111,"{'n_estimators': 31, 'max_depth': 50, 'max_features': 2, 'bootstrap': True}",2524.8709677419356,26.451612903225808,1262.9354838709678,78271,39151,50,31
"RandomForestOverfit(max_depth=50, max_features=2, n_estimators=61,
                    random_state=42)",1.0,0.515,0.48547619047619045,0.01079073256535682,0.485,"{'n_estimators': 61, 'max_depth': 50, 'max_features': 2, 'bootstrap': True}",2519.2622950819673,26.21311475409836,1260.1311475409836,153675,76868,50,61
