model,train_accuracy,test_accuracy,cv_mean,cv_std,overfitting,params,mean_nodes,mean_depth,mean_leaves,total_nodes,total_leaves,max_depth,n_estimator
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=81,
                    random_state=42)",1.0,0.6816666666666666,0.6849999999999999,0.022632827882506954,0.31833333333333336,"{'n_estimators': 81, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",656.358024691358,18.679012345679013,328.679012345679,53165,26623,20,81
"RandomForestOverfit(max_depth=20, max_features=2, n_estimators=91,
                    random_state=42)",1.0,0.6766666666666666,0.6871428571428572,0.02015247997095127,0.32333333333333336,"{'n_estimators': 91, 'max_depth': 20, 'max_features': 2, 'bootstrap': True}",656.934065934066,18.604395604395606,328.967032967033,59781,29936,20,91
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=1,
                    random_state=42)",0.81,0.475,0.4742857142857143,0.04228185310556782,0.3350000000000001,"{'n_estimators': 1, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",627.0,20.0,314.0,627,314,25,1
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=11,
                    random_state=42)",0.9942857142857143,0.6133333333333333,0.5978571428571429,0.028356333201827417,0.38095238095238104,"{'n_estimators': 11, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",653.3636363636364,18.818181818181817,327.1818181818182,7187,3599,25,11
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=21,
                    random_state=42)",0.9985714285714286,0.6333333333333333,0.6378571428571428,0.02480536479169333,0.36523809523809525,"{'n_estimators': 21, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",656.6190476190476,19.38095238095238,328.8095238095238,13789,6905,25,21
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=31,
                    random_state=42)",1.0,0.63,0.6542857142857141,0.015551100755055199,0.37,"{'n_estimators': 31, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",657.516129032258,19.29032258064516,329.258064516129,20383,10207,25,31
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=41,
                    random_state=42)",1.0,0.6583333333333333,0.6585714285714286,0.024074713637646763,0.3416666666666667,"{'n_estimators': 41, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",658.3658536585366,19.048780487804876,329.6829268292683,26993,13517,25,41
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=51,
                    random_state=42)",1.0,0.6616666666666666,0.6692857142857143,0.026010202080047336,0.3383333333333334,"{'n_estimators': 51, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",661.5098039215686,19.313725490196077,331.2549019607843,33737,16894,25,51
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=61,
                    random_state=42)",1.0,0.6816666666666666,0.675,0.01720227796970326,0.31833333333333336,"{'n_estimators': 61, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",659.2295081967213,19.18032786885246,330.11475409836066,40213,20137,25,61
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=71,
                    random_state=42)",1.0,0.6816666666666666,0.6707142857142856,0.013248026422136716,0.31833333333333336,"{'n_estimators': 71, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",659.0,19.197183098591548,330.0,46789,23430,25,71
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=81,
                    random_state=42)",1.0,0.68,0.6842857142857144,0.01897904322226631,0.31999999999999995,"{'n_estimators': 81, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",658.1851851851852,19.123456790123456,329.5925925925926,53313,26697,25,81
"RandomForestOverfit(max_depth=25, max_features=2, n_estimators=91,
                    random_state=42)",1.0,0.665,0.6828571428571429,0.021116779284420715,0.33499999999999996,"{'n_estimators': 91, 'max_depth': 25, 'max_features': 2, 'bootstrap': True}",658.6703296703297,19.076923076923077,329.83516483516485,59939,30015,25,91
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=1,
                    random_state=42)",0.81,0.475,0.4742857142857143,0.04228185310556782,0.3350000000000001,"{'n_estimators': 1, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",627.0,20.0,314.0,627,314,30,1
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=11,
                    random_state=42)",0.9942857142857143,0.6133333333333333,0.5978571428571429,0.028356333201827417,0.38095238095238104,"{'n_estimators': 11, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",653.3636363636364,18.818181818181817,327.1818181818182,7187,3599,30,11
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=21,
                    random_state=42)",0.9985714285714286,0.6333333333333333,0.6378571428571428,0.02480536479169333,0.36523809523809525,"{'n_estimators': 21, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",656.6190476190476,19.38095238095238,328.8095238095238,13789,6905,30,21
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=31,
                    random_state=42)",1.0,0.63,0.655,0.016690459207925626,0.37,"{'n_estimators': 31, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",657.516129032258,19.29032258064516,329.258064516129,20383,10207,30,31
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=41,
                    random_state=42)",1.0,0.6583333333333333,0.6592857142857143,0.025414924106653154,0.3416666666666667,"{'n_estimators': 41, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",658.3658536585366,19.048780487804876,329.6829268292683,26993,13517,30,41
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=51,
                    random_state=42)",1.0,0.6616666666666666,0.6692857142857143,0.026010202080047336,0.3383333333333334,"{'n_estimators': 51, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",661.5098039215686,19.313725490196077,331.2549019607843,33737,16894,30,51
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=61,
                    random_state=42)",1.0,0.6816666666666666,0.6757142857142856,0.017699302419091217,0.31833333333333336,"{'n_estimators': 61, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",659.2295081967213,19.18032786885246,330.11475409836066,40213,20137,30,61
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=71,
                    random_state=42)",1.0,0.6816666666666666,0.6707142857142856,0.013248026422136716,0.31833333333333336,"{'n_estimators': 71, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",659.0,19.197183098591548,330.0,46789,23430,30,71
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=81,
                    random_state=42)",1.0,0.68,0.6828571428571429,0.019872039633205087,0.31999999999999995,"{'n_estimators': 81, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",658.1851851851852,19.123456790123456,329.5925925925926,53313,26697,30,81
"RandomForestOverfit(max_depth=30, max_features=2, n_estimators=91,
                    random_state=42)",1.0,0.665,0.6828571428571429,0.021116779284420715,0.33499999999999996,"{'n_estimators': 91, 'max_depth': 30, 'max_features': 2, 'bootstrap': True}",658.6703296703297,19.076923076923077,329.83516483516485,59939,30015,30,91
